Property_type;Property_city;Property_location;Bedrooms;Bathrooms;Parking_space;Floor_size;Estate Agent;Property_price
2 Bedroom Apartment;Centurion;Raslouw;1;1;1;;RE/MAX Jacaranda - Faerie Glen;8500
1 Bedroom Apartment;Centurion;Irene;2;2;1;;Plus Group Properties;6400
2 Bedroom Apartment;Centurion;Raslouw;2;2;2;;Plus Group Properties;8500
2 Bedroom Apartment;Centurion;Irene;2;2;1;;;11000
2 Bedroom Apartment;Centurion;Raslouw;2;2;1;;;8500
2 Bedroom Apartment;Centurion;Kosmosdal;;;;;;8450
2 Bedroom Apartment;Centurion;Kosmosdal;2;2;2;60 m²;Plus Group Properties;8450
2 Bedroom Apartment;Centurion;Kosmosdal;2;2;2;60 m²;Plus Group Properties;8250
1 Bedroom Apartment;Centurion;Wierda Park;1;1;1;25 m²;Plus Group Properties;6500
2 Bedroom Apartment;Centurion;Kosmosdal;2;2;2;60 m²;Centurion Real Estate;8250
1 Bedroom Apartment;Centurion;Die Hoewes;1;1;2;64 m²;Dic Homes;4000
2 Bedroom Apartment;Centurion;Highveld;2;1;3;80 m²;1st Choice Family Homes Newlands;9300
2 Bedroom Apartment;Centurion;Raslouw;2;1;1;72 m²;Plus Group Properties;9750
2 Bedroom Apartment;Centurion;Raslouw;2;2;1;200 m²;RealNet Midstream Estates (Pty) Ltd;8500
3 Bedroom Apartment;Centurion;Midstream Estate;3;3;4;72 m²;Plus Group Properties;45000
2 Bedroom Apartment;Centurion;Raslouw;2;2;1;131 m²;Real Estate Services;8500
3 Bedroom Apartment;Centurion;Wierda Park;3;2;1;72 m²;Plus Group Properties;11500
1 Bedroom Apartment;Centurion;Pierre Van Ryneveld;1;1;2;72 m²;Plus Group Properties;9350
2 Bedroom Apartment;Centurion;Raslouw;2;2;1;60 m²;Plus Group Properties;10000
2 Bedroom Apartment;Centurion;Raslouw;2;2;1;60 m²;Plus Group Properties;8500
2 Bedroom Apartment;Centurion;Raslouw;2;2;1;200 m²;RealNet Midstream Estates (Pty) Ltd;8500
2 Bedroom Apartment;Centurion;Kosmosdal;2;2;1;60 m²;Plus Group Properties;8450
2 Bedroom Apartment;Centurion;Kosmosdal;2;2;1;60 m²;Plus Group Properties;8450
3 Bedroom Apartment;Centurion;Midstream Estate;3;3;4;;;45000
2 Bedroom Apartment;Centurion;Kosmosdal;2;2;2;;;8250
2 Bedroom Apartment;Centurion;Kosmosdal;2;2;2;;;8250
1 Bedroom Apartment;Centurion;Eldoraigne;1;1;1;;;5800
1 Bedroom Apartment;Centurion;Eldo Glen;1;1;1;71 m²;Property.CoZa - Unlimited;10500
2 Bedroom Apartment;Centurion;Ascend to Midstream;2;2;2;140 m²;Mandated;26000
1 Bedroom Apartment;Centurion;Eldo Glen;1;1;1;71 m²;Property.CoZa - Unlimited;10500
3 Bedroom Apartment;Centurion;Celtisdal;3;2;2;138 m²;Just Property, Midstream Estate;11000
2 Bedroom Apartment;Centurion;Midfield Estate;2;2.5;2;193 m²;Property.CoZa - Unlimited;37000
Apartment;Centurion;Lyttelton Manor;2;1;2;60 m²;RE/MAX Infoglobe - Constantia Park;5000
2 Bedroom Apartment;Centurion;The Reeds;2;1;1;254 m²;Jawitz Centurion;7610
2 Bedroom Apartment;Centurion;Midstream Estate;2;1;2;60 m²;Plus Group Properties;12100
2 Bedroom Apartment;Centurion;Ascend to Midstream;2;2.5;2;60 m²;Plus Group Properties;30000
2 Bedroom Apartment;Centurion;Kosmosdal;2;2;2;101 m²;RealNet Midstream Estates (Pty) Ltd;8250
2 Bedroom Apartment;Centurion;Kosmosdal;2;2;2;254 m²;RE/MAX Infoglobe - Centurion;8250
2 Bedroom Apartment;Centurion;Wierda Park;2;2;2;114 m²;RE/MAX Infoglobe - Centurion;9800
2 Bedroom Apartment;Centurion;Midstream Estate;2;2;2;60 m²;3%.Com Properties - Neil Esterhuysen & Associates Inc Centurion;24500
2 Bedroom Apartment;Centurion;Midstream Estate;2;2.5;2;140 m²;Plus Group Properties;34000
2 Bedroom Apartment;Centurion;Die Hoewes;2;1;1;154 m²;Topspot Realty;8500
2 Bedroom Apartment;Centurion;Ascend to Midstream;2;2;2;;3%.Com Properties - Neil Esterhuysen & Associates Inc Centurion;25000
2 Bedroom Apartment;Centurion;Kosmosdal;2;2;2;;Midteam Management Services;8450
2 Bedroom Apartment;Centurion;Laudium;2;1;2;;Midteam Management Services;7000
2 Bedroom Apartment;Centurion;Midstream Estate;2;2;3;;;26900
2 Bedroom Apartment;Centurion;Ascend to Midstream;2;2;3;;;22000
2 Bedroom Apartment;Centurion;Midfield Estate;;2;;;;26000
2 Bedroom Apartment;Centurion;Raslouw;2;2;1;72 m²;Plus Group Properties;8500
2 Bedroom Apartment;Centurion;Die Hoewes;2;1;2;94 m²;Chas Everitt Centurion;8300
2 Bedroom Apartment;Centurion;Ascend to Midstream;2;2;4;72 m²;Midteam Management Services;31000
2 Bedroom Apartment;Centurion;Kosmosdal;2;1;2;260 m²;Centurion Letting & Sales;7000
2 Bedroom Apartment;Centurion;Raslouw;2;2;1;60 m²;Plus Group Properties;8500
3 Bedroom Apartment;Centurion;Ascend to Midstream;3;3.5;4;65 m²;RealNet Midstream Estates (Pty) Ltd;55000
2 Bedroom Apartment;Centurion;Amberfield;2;1;1;60 m²;Luxestay Properties And Developments;11000
2 Bedroom Apartment;Centurion;Amberfield;2;1;1;60 m²;Luxestay Properties And Developments;11000
2 Bedroom Apartment;Centurion;Kosmosdal;2;2;1;101 m²;Plus Group Properties;8450
2 Bedroom Apartment;Centurion;Heuweloord;2;1;1;60 m²;CSi Property Group;7600
2 Bedroom Apartment;Centurion;Die Hoewes;2;1;1;60 m²;Real Estate Services;7750
1 Bedroom Apartment;Centurion;Laezonia;1;1;3;60 m²;Plus Group Properties;2800
2 Bedroom Apartment;Centurion;Kosmosdal;2;2;1;155 m²;Plus Group Properties;8450
2 Bedroom Apartment;Centurion;Kosmosdal;2;2;1;60 m²;BC Rentals & Sales;8450
2 Bedroom Apartment;Centurion;Raslouw;2;2;1;106 m²;Plus Group Properties;9800
2 Bedroom Apartment;Centurion;Kosmosdal;2;2;2;;Plus Group Properties;8250
2 Bedroom Apartment;Centurion;Kosmosdal;2;2;1;;Plus Group Properties;8900
2 Bedroom Apartment;Centurion;Kosmosdal;2;2;1;;3%.Com Properties - Neil Esterhuysen & Associates Inc Centurion;8900
3 Bedroom Apartment;Centurion;Ascend to Midstream;3;3;2;;Plus Group Properties;45000
2 Bedroom Apartment;Centurion;Kosmosdal;2;2;2;;3%.Com Properties - Neil Esterhuysen & Associates Inc Centurion;8250
2 Bedroom Apartment;Centurion;Ascend to Midstream;2;2;1;;;22000
3 Bedroom Apartment;Centurion;Centurion Central;3;2;2;121 m²;Choprop (Pty) Ltd Rentals;11700
2 Bedroom Apartment;Centurion;Amberfield;2;1;1;45 m²;Beth Properties;9500
2 Bedroom Apartment;Centurion;Eco Park Estate;2;2;2;1 m²;Beth Properties;11150
2 Bedroom Apartment;Centurion;Eco Park Estate;2;2;2;80 m²;Mandated;11150
2 Bedroom Apartment;Centurion;Lyttelton Manor;2;2;2;202 m²;BC Rentals & Sales;10000
1 Bedroom Apartment;Centurion;Valhalla;1;1;1;72 m²;Just Property, Midstream Estate;4500
2 Bedroom Apartment;Centurion;Raslouw;2;1;1;72 m²;Centurion Letting & Sales;9000
2 Bedroom Apartment;Centurion;The Reeds;2;1;2;60 m²;Plus Group Properties;7610
3 Bedroom Apartment;Centurion;Midfield Estate;3;3;1;82 m²;Plus Group Properties;35000
2 Bedroom Apartment;Centurion;Zwartkop;2;1;1;204 m²;CSi Property Group;7800
2 Bedroom Apartment;Centurion;Raslouw;2;2;1;219 m²;Jawitz Centurion;8500
2 Bedroom Apartment;Centurion;Raslouw;2;2;1;;RCM Letting;8500
2 Bedroom Apartment;Centurion;Amberfield;2;1;1;;Midteam Management Services;9700
2 Bedroom Apartment;Centurion;Monavoni;2;1;1;;Matthysen Property Group;7300
2 Bedroom Apartment;Centurion;Die Hoewes;2;1;3;;EXP South Africa;8500
3 Bedroom Apartment;Centurion;Midfield Estate;3;3;1;;Zukisa Real Estate;35000
1 Bedroom Apartment;Centurion;Irene Proper Security Estate;1;1;1;;3%.Com Properties - Neil Esterhuysen & Associates Inc Centurion;9000
2 Bedroom Apartment;Centurion;Monavoni AH;2;1;1;;Property.CoZa - Unlimited;7500
2 Bedroom Apartment;Centurion;Centurion Central;2;1;2;;;7500
3 Bedroom Apartment;Centurion;Ascend to Midstream;3;3.5;2;;;55000
3 Bedroom Apartment;Centurion;Rooihuiskraal North;3;3;;;;17500
2 Bedroom Apartment;Centurion;Amberfield;2;1;1;60 m²;CSi Property Group;9700
1 Bedroom Apartment;Centurion;Retire at Midstream;1;1;2;217 m²;RE/MAX Infoglobe - Centurion;11000
3 Bedroom Apartment;Centurion;Ascend to Midstream;3;3.5;2;83 m²;3%.Com Properties - Neil Esterhuysen & Associates Inc Centurion;55000
3 Bedroom Apartment;Centurion;Glen Lauriston;3;2;2;211 m²;Aida Centurion;12400
3 Bedroom Apartment;Centurion;Clubview;3;2;3;260 m²;Preloved Homes;11000
3 Bedroom Apartment;Centurion;Ascend to Midstream;3;3;2;72 m²;Midteam Management Services;35000
3 Bedroom Apartment;Centurion;Ascend to Midstream;3;3.5;1;140 m²;RealNet Midstream Estates (Pty) Ltd;55000
2 Bedroom Apartment;Centurion;Raslouw;2;2;2;176 m²;Plus Group Properties;8500
2 Bedroom Apartment;Centurion;Ascend to Midstream;2;2;2;139 m²;Mandated;24000
3 Bedroom Apartment;Centurion;Ascend to Midstream;3;3;2;72 m²;RealNet Midstream Estates (Pty) Ltd;35000
2 Bedroom Apartment;Centurion;Midstream Estate;2;2;1;;Karen Jonker Properties;30000
2 Bedroom Apartment;Centurion;Die Hoewes;2;2;1;;Real Estate Services;9950
1 Bedroom Apartment;Centurion;Eldoraigne;1;1;1;;Plus Group Properties;5800
2 Bedroom Apartment;Centurion;Raslouw;2;2;3;;We Home Properties;8500
3 Bedroom Apartment;Centurion;Blue Valley Golf Estate;3;2;4;;Pam Golding Properties - Centurion Rentals;18000
2 Bedroom Apartment;Centurion;Midstream Estate;2;1;1;;Be Prop;12500
2 Bedroom Apartment;Centurion;Laudium;2;1;1;;RealNet Midstream Estates (Pty) Ltd;7000
2 Bedroom Apartment;Centurion;Ascend to Midstream;2;2;2;;RealNet Midstream Estates (Pty) Ltd;24000
2 Bedroom Apartment;Centurion;Ascend to Midstream;2;2;4;;Just Property, Midstream Estate;24900
3 Bedroom Apartment;Centurion;Ascend to Midstream;3;3;1;;Be Prop;37000
2 Bedroom Apartment;Centurion;Laudium;2;1;;;;7000
2 Bedroom Apartment;Centurion;Ascend to Midstream;2;2.5;2;180 m²;Mandated;30000
2 Bedroom Apartment;Centurion;Amberfield;2;1;1;65 m²;RealNet Centurion Core Properties;9000
2 Bedroom Apartment;Centurion;Clubview;2;1;3;72 m²;Tyn Prop;8800
2 Bedroom Apartment;Centurion;Ascend to Midstream;2;2;4;58 m²;Just Property, Midstream Estate;24000
1 Bedroom Apartment;Centurion;Clubview;1;1;2;306 m²;Be Prop;4900
2 Bedroom Apartment;Centurion;Raslouw;2;2;1;96 m²;Plus Group Properties;8500
1 Bedroom Apartment;Centurion;Wierda Park;1;1;1;58 m²;Enzo Real Estate;5500
2 Bedroom Apartment;Centurion;Pierre Van Ryneveld;2;1;1;;Leapfrog Group;8500
1 Bedroom Apartment;Centurion;Wierda Park;1;1;1;;Centridge;9000
Apartment;Centurion;Heuweloord;2;1;1;;TwentyONE Properties;3300
2 Bedroom Apartment;Centurion;Raslouw;2;2;2;;Centurion Real Estate;9500
2 Bedroom Apartment;Centurion;Summerfields Estate;2;2;2;;Mandated;7500
2 Bedroom Apartment;Centurion;Ascend to Midstream;2;2.5;1;;TwentyONE Properties;38000
2 Bedroom Apartment;Centurion;Raslouw;1;2;1;;RE/MAX Capital;9500
1 Bedroom Apartment;Centurion;Kloofsig;2;2;2;;Aula Rentals;6000
2 Bedroom Apartment;Centurion;Heuwelsig Estate;2;1;2;;IHS Property Management;9300
2 Bedroom Apartment;Centurion;Lyttelton Manor;2;1;1;;RE/MAX Infoglobe - Centurion;5300
2 Bedroom Apartment;Centurion;Celtisdal;1;1;1;;;8900
1 Bedroom Apartment;Centurion;Centurion Golf Estate;2;1;;;;8000
2 Bedroom Apartment;Centurion;Kosmosdal;1;1;;;;6800
1 Bedroom Apartment;Centurion;Retire at Midstream;;1;;;;11000
2 Bedroom Apartment;Centurion;Ascend to Midstream;2;2;2;232 m²;Midteam Management Services;40000
2 Bedroom Apartment;Centurion;Lyttelton Manor;2;1;1;72 m²;3%.Com Properties - Neil Esterhuysen & Associates Inc Centurion;10000
3 Bedroom Apartment;Centurion;Midstream Estate;3;2;2;213 m²;Plus Group Properties;26950
2 Bedroom Apartment;Centurion;Raslouw;2;2;1;80 m²;Chas Everitt Centurion;8500
3 Bedroom Apartment;Centurion;Midfield Estate;3;2.5;2;65 m²;Zukisa Real Estate;33950
2 Bedroom Apartment;Centurion;Lyttelton Manor;2;1;1;170 m²;RE/MAX Infoglobe - Centurion;10000
1.5 Bedroom Apartment;Centurion;Pierre Van Ryneveld;1.5;1;1;218 m²;3%.Com Properties - Neil Esterhuysen & Associates Inc Centurion;7100
2 Bedroom Apartment;Centurion;Wierda Park;2;1;1;53 m²;CSi Property Group;9000
1 Bedroom Apartment;Centurion;Raslouw;1;1;2;60 m²;Mandated;10000
3 Bedroom Apartment;Centurion;Ascend to Midstream;3;3;1;131 m²;3%.Com Properties - Neil Esterhuysen & Associates Inc Centurion;35000
2 Bedroom Apartment;Centurion;Heuweloord;2;1;2;;RealNet Midstream Estates (Pty) Ltd;7900
3 Bedroom Apartment;Centurion;Ascend to Midstream;3;3;2;;Karen Jonker Properties;35000
2 Bedroom Apartment;Centurion;Ascend to Midstream;2;2;4;;Seeff Centurion;30000
3 Bedroom Apartment;Centurion;Midstream Estate;3;3;2;;Huizemark Jacaranda;35000
3 Bedroom Apartment;Centurion;Midstream Estate;3;3;1;;RealNet Midstream Estates (Pty) Ltd;35000
2 Bedroom Apartment;Centurion;Heuweloord;2;1;1;;;8000
2 Bedroom Apartment;Centurion;The Reeds;2;1;1;;;8180
2 Bedroom Apartment;Centurion;Amberfield;2;1;1;;;8600
3 Bedroom Apartment;Centurion;Raslouw AH;3;2;1;;;10500
2 Bedroom Apartment;Centurion;Midstream Estate;2;2;;;;31500
2 Bedroom Apartment;Centurion;Lyttelton Manor;2;1;;;;10000
3 Bedroom Apartment;Centurion;Midfield Estate;3;3;2;227 m²;Seeff Centurion;35700
Apartment;Centurion;Valhalla;3;2;2;286 m²;Sugar Realty;4000
3 Bedroom Apartment;Centurion;Thatchfield Ridge;3;2;2;99 m²;Apple Property Connection;18500
3 Bedroom Apartment;Centurion;Louwlardia;2;1;1;60 m²;BC Rentals & Sales;16000
2 Bedroom Apartment;Centurion;Celtisdal;2;1;1;218 m²;RAK Property Holdings;8900
2 Bedroom Apartment;Centurion;Rooihuiskraal North;1;1;1;99 m²;Landsdowne Investment Properties;6800
1 Bedroom Apartment;Centurion;Raslouw;3;3;2;60 m²;Midteam Management Services;8500
3 Bedroom Apartment;Centurion;Ascend to Midstream;2;1;2;131 m²;RealNet Midstream Estates (Pty) Ltd;35000
2 Bedroom Apartment;Centurion;Celtisdal;3;3;4;260 m²;Zikhethele;8900
3 Bedroom Apartment;Centurion;Ascend to Midstream;1;1;1;65 m²;Landsdowne Investment Properties;29000
Apartment;Centurion;Olievenhoutbosch;3;2;1;58 m²;1st Choice Family Homes Newlands;1200
1 Bedroom Apartment;Centurion;Raslouw;2;1;1;;RVE Property Group;8500
3 Bedroom Apartment;Centurion;Raslouw;1;1;1;;Midteam Management Services;11500
2 Bedroom Apartment;Centurion;Lyttelton Manor;1;1;1;;CSi Property Group;8600
1 Bedroom Apartment;Centurion;Lyttelton Manor;3;3.5;3;;Seeff Centurion;9000
1 Bedroom Apartment;Centurion;Doringkloof;2;1;1;;RealNet Midstream Estates (Pty) Ltd;7800
3 Bedroom Apartment;Centurion;Midstream Estate;2;1;1;;;55000
2 Bedroom Apartment;Centurion;Heuweloord;1;1;1;;;7900
2 Bedroom Apartment;Centurion;Heuweloord;2;2;2;;;8000
1 Bedroom Apartment;Centurion;Lyttelton Manor;;;;;;9000
2 Bedroom Apartment;Centurion;Ascend to Midstream;;;;;;24000
2 Bedroom Apartment;Centurion;Zwartkop;2;1;2;58 m²;RE/MAX Infoglobe - Centurion;7950
1 Bedroom Apartment;Centurion;Retire at Midstream;1;1;1;58 m²;K Piek Attorney for Property Sales & Rentals (Pty) Ltd;11000
1 Bedroom Apartment;Centurion;Olievenhoutbosch;1;1;1;55 m²;IHS Property Management;4500
1 Bedroom Apartment;Centurion;Retire at Midstream;1;1;1;108 m²;M & T Homes;11000
1 Bedroom Apartment;Centurion;Clubview;1;1;2;116 m²;Be Prop;7800
2 Bedroom Apartment;Centurion;Lyttelton Manor;2;1;1;75 m²;Choprop (Pty) Ltd Rentals;8500
2 Bedroom Apartment;Centurion;Olievenhoutbosch;2;1;2;83 m²;Pam Golding Properties - Centurion Rentals;5000
2 Bedroom Apartment;Centurion;Zwartkop;2;1;2;;Be Prop;7950
3 Bedroom Apartment;Centurion;Highveld;3;2;1;;Topspot Realty;14990
4 Bedroom Apartment;Centurion;Laudium;4;1;1;;First Property Trust;10000
4 Bedroom Apartment;Centurion;Laudium;4;1.5;2;;Plus Group Properties;12000
2 Bedroom Apartment;Centurion;Kosmosdal;2;2;1;;IHS Property Management;17000
2 Bedroom Apartment;Centurion;Laudium;2;1;1;;First Property Trust;5500
2 Bedroom Apartment;Centurion;Laudium;2;1.5;1;;;7000
2 Bedroom Apartment;Centurion;Die Hoewes;2;1;1;;;7700
1.5 Bedroom Apartment;Centurion;Erasmia;1.5;1;1;;;4550
2 Bedroom Apartment;Centurion;Monavoni;2;1;1;;;7500
1 Bedroom Apartment;Centurion;Clubview;1;1;1;;;7800
2 Bedroom Apartment;Centurion;Erasmia;2;1;1;;;4900
1 Bedroom Apartment;Centurion;Centurion Golf Estate;1;1;;;;18500
2 Bedroom Apartment;Centurion;Celtisdal;2;1;;;;8800
1 Bedroom Apartment;Centurion;Clubview;1;1;1;75 m²;Aida Centurion;5900
2 Bedroom Apartment;Centurion;Celtisdal;2;2;3;80 m²;Be Prop;925000
1 Bedroom Apartment;Centurion;Wierda Park;1;1;1;;Vision Properties;7200
0.5 Bedroom Apartment;Centurion;Celtisdal;0.5;1;1;;Vision Properties;6100
1 Bedroom Apartment;Centurion;Celtisdal;1;1;2;;3%.Com Properties - Neil Esterhuysen & Associates Inc Centurion;6100
2 Bedroom Apartment;Centurion;Midstream Estate;2;2;3;;Be Prop;32000
2 Bedroom Apartment;Centurion;Laudium;2;1;1;;Choprop (Pty) Ltd Rentals;6000
2 Bedroom Apartment;Centurion;Raslouw;2;1;2;;Aida Centurion;9250
2 Bedroom Apartment;Centurion;Laudium;2;1;2;;;8100
2 Bedroom Apartment;Centurion;Stone Ridge;2;1;1;;;7600
2 Bedroom Apartment;Centurion;Stone Ridge;2;1;1;;;7300
2 Bedroom Apartment;Centurion;Olievenhoutbosch;2;1;1;;;7400
1 Bedroom Apartment;Centurion;Clubview;2;1;1;;;5900
2 Bedroom Apartment;Centurion;Rooihuiskraal North;1;1;1;;;7400
2 Bedroom Apartment;Centurion;Heuweloord;2;1;1;;;7600
2 Bedroom Apartment;Centurion;Monavoni AH;2;1;1;;;7300
2 Bedroom Apartment;Centurion;Zwartkop;2;1;1;;;7400
2 Bedroom Apartment;Centurion;Rooihuiskraal North;2;1;1;;;8000
2 Bedroom Apartment;Centurion;Hennopspark Industrial;2;1;1;;;7600
2 Bedroom Apartment;Centurion;Brooklands Lifestyle Estate;2;1;;;;7300
2 Bedroom Apartment;Centurion;Olievenhoutbosch;2;1;1;;;7600
2 Bedroom Apartment;Centurion;Die Hoewes;2;1;1;;;8100
2 Bedroom Apartment;Centurion;Sunderland Ridge;2;1;1;;;7300
2 Bedroom Apartment;Centurion;Olievenhoutbosch;2;1;1;;;7600
1 Bedroom Apartment;Centurion;Stone Ridge;1;1;2;;;7900
Apartment;Centurion;Amberfield;2;1;1;;;7900
2 Bedroom Apartment;Centurion;Heuweloord;2;1;2;;;7600
2 Bedroom Apartment;Centurion;Valhalla;2;1;2;;;7900
2 Bedroom Apartment;Centurion;Hennopspark;1;1;2;;;7900
1 Bedroom Apartment;Centurion;Raslouw AH;2;1;1;;;7900
2 Bedroom Apartment;Centurion;Olievenhoutbosch;2;1;2;;;7600
2 Bedroom Apartment;Centurion;Mnandi;2;1;2;;;8000
2 Bedroom Apartment;Centurion;Clubview;;;;;;7900
4 Bedroom Apartment;Johannesburg;Melrose;2;1;1;62 m²;Trafalgar Property Management - Birdhaven;55000
3 Bedroom Apartment;Johannesburg;Melrose;1;1;1;18 m²;Trafalgar Property Management - Birdhaven;60000
2 Bedroom Apartment;Johannesburg;Norwood;1;1;1;25 m²;CSi Property Group;8600
2 Bedroom Apartment;Johannesburg;Upper Houghton;0.5;1;1;252 m²;Keller Williams Action;12000
1 Bedroom Apartment;Johannesburg;Upper Houghton;1;1;2;320 m²;CSi Property Group;8000
2 Bedroom Apartment;Johannesburg;Norwood;4;1;2;82 m²;CSi Property Group;8600
2 Bedroom Apartment;Johannesburg;Alveda;3;4;1;115 m²;CSi Property Group;7600
1 Bedroom Apartment;Johannesburg;Parktown;2;3;2;86 m²;Mafadi Property Management Office;12000
2 Bedroom Apartment;Johannesburg;Oakdene;2;2;1;82 m²;;9800
1 Bedroom Apartment;Johannesburg;Craighall;1;2;1;56 m²;;13000
2 Bedroom Apartment;Johannesburg;Kibler Park;2;1;1;65 m²;;6700
2 Bedroom Apartment;Johannesburg;Winchester Hills;2;2;1;102 m²;;7000
2 Bedroom Apartment;Johannesburg;Olifantsvlei;1;1;2;80 m²;;7100
1 Bedroom Apartment;Johannesburg;Melrose North;2;1;1;51 m²;;11000
2 Bedroom Apartment;Johannesburg;Kibler Park;1;2;1;69 m²;;6800
1 Bedroom Apartment;Johannesburg;Birnam;2;1;1;56 m²;;7250
2 Bedroom Apartment;Johannesburg;Regents Park;1;1;1;18 m²;PropertyCloud;5500
2 Bedroom Apartment;Johannesburg;Hillbrow;2;1;2;541 m²;Afro Prop Investment (Pty) Ltd;4750
2 Bedroom Apartment;Johannesburg;Rosebank;2;2;1;138 m²;Century 21 Sandton;25000
2 Bedroom Apartment;Johannesburg;Dunkeld West;2;2;2;112 m²;Real Estate Services;16000
2 Bedroom Apartment;Johannesburg;Kibler Heights;2;3;1;127 m²;CSi Property Group;7200
2 Bedroom Apartment;Johannesburg;Meredale;2;1;1;56 m²;CSi Property Group;7000
3 Bedroom Apartment;Johannesburg;Braamfontein Werf;2;1;1;75 m²;RE/MAX Evolve;17000
2 Bedroom Apartment;Johannesburg;Mulbarton;3;2.5;2;168 m²;RE/MAX Superior - Mulbarton;13500
1 Bedroom Apartment;Johannesburg;Westdene;2;2;2;81 m²;Trafalgar Property Management - Birdhaven;6100
2 Bedroom Apartment;Johannesburg;Winchester Hills;1;1;1;53 m²;Trafalgar Property Management - Birdhaven;7000
3 Bedroom Apartment;Johannesburg;Melrose;2;1;1;68 m²;Watson Properties;25000
1 Bedroom Apartment;Johannesburg;Melrose;3;3;2;106 m²;Trafalgar Property Management - Birdhaven;11000
2 Bedroom Apartment;Johannesburg;Sandringham;1;1;1;48 m²;RE/MAX Superior - Mulbarton;15000
2 Bedroom Apartment;Johannesburg;Melrose;2;2;2;117 m²;Origin Group of Properties;21500
2 Bedroom Apartment;Johannesburg;Turffontein;2;2;1;75 m²;Preferental Platform;4300
2 Bedroom Apartment;Johannesburg;Mulbarton;2;1;1;63 m²;;13500
2 Bedroom Apartment;Johannesburg;Winchester Hills;2;2;2;81 m²;;8500
2 Bedroom Apartment;Johannesburg;Suideroord;2;1;2;59 m²;;7500
1 Bedroom Apartment;Johannesburg;Observatory;2;1;1;32 m²;;6000
1 Bedroom Apartment;Johannesburg;Rosebank;1;1;1;50 m²;;18500
Apartment;Johannesburg;Forest Town;1;1;1;152 m²;;25000
2 Bedroom Apartment;Johannesburg;Craighall;2;1;1;51 m²;RE/MAX Advantage;10000
1 Bedroom Apartment;Johannesburg;Marshalltown;2;1.5;1;84 m²;RE/MAX All Stars  - Primrose;3910
1 Bedroom Apartment;Johannesburg;Kensington;1;1;1;26 m²;Property.CoZa - Paramount;3500
2 Bedroom Apartment;Johannesburg;Melrose;1;1;1;30 m²;Renprop Residential;17500
1 Bedroom Apartment;Johannesburg;Auckland Park;2;2;2;112 m²;Origin Group of Properties;5700
2 Bedroom Apartment;Johannesburg;Craighall;1;1;1;38 m²;Property.CoZa - Premier;17390
2 Bedroom Apartment;Johannesburg;Killarney;2;2;2;114 m²;Etchells & Young Property Brokers;12500
3 Bedroom Apartment;Johannesburg;Waverley;2;2;2;76 m²;You Realty;16500
1 Bedroom Apartment;Johannesburg;Kensington;3;2;2;90 m²;Infinite Property Network Dynamyx;5200
0.5 Bedroom Apartment;Johannesburg;Marshalltown;1;1;1;35 m²;Afro Prop Investment (Pty) Ltd;4000
1 Bedroom Apartment;Johannesburg;Houghton Estate;0.5;1;1;52 m²;Rawson Properties Sandton - Morningside;18000
1 Bedroom Apartment;Johannesburg;Rosebank;1;1;1;59 m²;Rent - A - Property;11500
1 Bedroom Apartment;Johannesburg;Craighall Park;1;1.5;1;72 m²;Property.CoZa - Premier;9500
1 Bedroom Apartment;Johannesburg;Hillbrow;1;1;2;60 m²;EXP South Africa;4000
2 Bedroom Apartment;Johannesburg;Glenvista;1;1;2;213 m²;;10500
3 Bedroom Apartment;Johannesburg;Westdene;2;2;1;68 m²;;7200
